total_trans,total_success_trans,merchant,payment_method,payment_gateway,sub_type,date,hour_start,bank
2,2,urbanclap,CARD,PAYTM,,2/12/2020,10,Indian Bank
4,2,purplle.com,CARD,PAYTM,,2/12/2020,15,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/14/2020,12,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/14/2020,7,Indian Bank
4,4,pharmeasytech,CARD,PAYU,,2/14/2020,12,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/14/2020,13,Indian Bank
4,3,drivezy,CARD,GOCASHFREE,,2/14/2020,15,Indian Bank
2,1,drivezy,CARD,GOCASHFREE,,2/14/2020,16,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/14/2020,12,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/14/2020,9,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/14/2020,8,Indian Bank
1,0,purplle.com,CARD,PAYTM,,2/14/2020,18,Indian Bank
2,1,drivezy,CARD,GOCASHFREE,,2/14/2020,14,Indian Bank
2,1,drivezy,CARD,GOCASHFREE,,2/13/2020,6,Indian Bank
5,0,zivame,CARD,PAYU,,2/13/2020,10,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/13/2020,17,Indian Bank
8,3,purplle.com,CARD,PAYTM,,2/13/2020,17,Indian Bank
3,1,drivezy,CARD,GOCASHFREE,,2/13/2020,16,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/14/2020,11,Indian Bank
1,0,zivame,CARD,HDFC,,2/14/2020,8,Indian Bank
1,1,zivame,CARD,PAYU,,2/14/2020,8,Indian Bank
2,2,countrydelight,CARD,PAYU,,2/14/2020,7,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/14/2020,18,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/12/2020,11,Indian Bank
1,0,drivezy,CARD,GOCASHFREE,,2/12/2020,7,Indian Bank
2,1,urbanclap,CARD,PAYTM,,2/12/2020,18,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/12/2020,20,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/12/2020,12,Indian Bank
3,3,pharmeasytech,CARD,PAYU,,2/12/2020,16,Indian Bank
2,2,urbanclap,CARD,PAYTM,,2/12/2020,14,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/14/2020,5,Indian Bank
2,2,medlife_prod,CARD,TPSL,,2/14/2020,15,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/14/2020,15,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/13/2020,8,Indian Bank
2,1,urbanclap,CARD,PAYTM,,2/13/2020,7,Indian Bank
2,1,medlife_prod,CARD,TPSL,,2/13/2020,16,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/12/2020,10,Indian Bank
2,2,pharmeasytech,CARD,PAYU,,2/12/2020,13,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/12/2020,6,Indian Bank
1,1,zivame,CARD,PAYU,,2/12/2020,14,Indian Bank
2,1,zivame,CARD,PAYU,,2/13/2020,9,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/13/2020,17,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,5,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/12/2020,1,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,3,Indian Bank
1,0,urbanclap,CARD,PAYTM,,2/12/2020,2,Indian Bank
2,1,zivame,CARD,PAYU,,2/12/2020,17,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,10,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/13/2020,2,Indian Bank
2,1,urbanclap,CARD,PAYTM,,2/13/2020,11,Indian Bank
2,0,urbanclap,CARD,PAYTM,,2/13/2020,6,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/13/2020,2,Indian Bank
3,1,medlife_prod,CARD,TPSL,,2/13/2020,13,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,13,Indian Bank
2,2,medlife_prod,CARD,TPSL,,2/12/2020,15,Indian Bank
1,0,medlife_prod,CARD,TPSL,,2/12/2020,13,Indian Bank
1,1,zivame,CARD,PAYU,,2/14/2020,13,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/14/2020,15,Indian Bank
1,0,zivame,CARD,PAYU,,2/14/2020,2,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,9,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/13/2020,13,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/13/2020,4,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,8,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,10,Indian Bank
2,1,zivame,CARD,PAYU,,2/13/2020,1,Indian Bank
1,1,zivame,CARD,HDFC,,2/13/2020,14,Indian Bank
1,0,fanfight,CARD,GOCASHFREE,,2/13/2020,17,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/14/2020,11,Indian Bank
1,0,fanfight,CARD,GOCASHFREE,,2/14/2020,1,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/13/2020,15,Indian Bank
2,0,purplle.com,CARD,PAYTM,,2/13/2020,16,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,12,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,13,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,15,Indian Bank
2,2,medlife_prod,CARD,TPSL,,2/13/2020,3,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/14/2020,4,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/14/2020,3,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/14/2020,4,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,9,Indian Bank
5,1,urbanclap,CARD,PAYTM,,2/14/2020,8,Indian Bank
6,3,medlife_prod,CARD,TPSL,,2/14/2020,9,Indian Bank
1,1,zivame,CARD,PAYU,,2/14/2020,17,Indian Bank
9,8,fanfight,CARD,GOCASHFREE,,2/14/2020,15,Indian Bank
4,3,fanfight,CARD,GOCASHFREE,,2/12/2020,7,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,17,Indian Bank
2,1,pharmeasytech,CARD,PAYU,,2/14/2020,5,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/14/2020,9,Indian Bank
5,5,fanfight,CARD,GOCASHFREE,,2/14/2020,14,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/14/2020,13,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/14/2020,1,Indian Bank
2,2,drivezy,CARD,GOCASHFREE,,2/14/2020,12,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/14/2020,4,Indian Bank
1,0,purplle.com,CARD,PAYTM,,2/14/2020,17,Indian Bank
4,2,drivezy,CARD,GOCASHFREE,,2/13/2020,15,Indian Bank
4,4,pharmeasytech,CARD,PAYU,,2/13/2020,14,Indian Bank
2,0,urbanclap,CARD,PAYTM,,2/13/2020,21,Indian Bank
3,2,pharmeasytech,CARD,PAYU,,2/12/2020,5,Indian Bank
21,6,fanfight,CARD,GOCASHFREE,,2/12/2020,15,Indian Bank
3,1,fanfight,CARD,GOCASHFREE,,2/12/2020,4,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/13/2020,12,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,5,Indian Bank
2,2,medlife_prod,CARD,TPSL,,2/12/2020,3,Indian Bank
4,2,urbanclap,CARD,PAYTM,,2/12/2020,13,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,14,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/12/2020,14,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,8,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,0,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/13/2020,10,Indian Bank
2,0,zivame,CARD,HDFC,,2/13/2020,19,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/12/2020,2,Indian Bank
2,1,drivezy,CARD,GOCASHFREE,,2/12/2020,3,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/12/2020,5,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,1,Indian Bank
3,1,urbanclap,CARD,PAYTM,,2/13/2020,5,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/13/2020,10,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,19,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/13/2020,15,Indian Bank
2,2,urbanclap,CARD,PAYTM,,2/13/2020,13,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,6,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/13/2020,18,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,10,Indian Bank
1,1,zivame,CARD,PAYU,,2/14/2020,6,Indian Bank
1,0,zivame,CARD,PAYU,,2/14/2020,1,Indian Bank
2,0,medlife_prod,CARD,TPSL,,2/14/2020,5,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,8,Indian Bank
1,1,zivame,CARD,PAYU,,2/12/2020,16,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/12/2020,17,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,18,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/13/2020,8,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/13/2020,12,Indian Bank
1,0,pharmeasytech,CARD,PAYU,,2/14/2020,11,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/14/2020,4,Indian Bank
1,0,countrydelight,CARD,PAYU,,2/14/2020,12,Indian Bank
1,1,zivame,CARD,PAYU,,2/14/2020,7,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,0,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/13/2020,12,Indian Bank
2,2,zivame,CARD,PAYU,,2/13/2020,17,Indian Bank
1,0,purplle.com,CARD,PAYTM,,2/13/2020,19,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,7,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,15,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,9,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,14,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,15,Indian Bank
2,1,zivame,CARD,PAYU,,2/14/2020,9,Indian Bank
3,1,pharmeasytech,CARD,PAYU,,2/14/2020,4,Indian Bank
3,0,fanfight,CARD,GOCASHFREE,,2/14/2020,12,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/14/2020,15,Indian Bank
2,1,medlife_prod,CARD,TPSL,,2/14/2020,10,Indian Bank
2,1,fanfight,CARD,GOCASHFREE,,2/14/2020,0,Indian Bank
2,1,zivame,CARD,PAYU,,2/14/2020,16,Indian Bank
1,0,medlife_prod,CARD,TPSL,,2/12/2020,12,Indian Bank
2,1,pharmeasytech,CARD,PAYU,,2/12/2020,12,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/12/2020,9,Indian Bank
2,2,pharmeasytech,CARD,PAYU,,2/12/2020,11,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/12/2020,14,Indian Bank
6,3,fanfight,CARD,GOCASHFREE,,2/12/2020,2,Indian Bank
4,4,zivame,CARD,PAYU,,2/14/2020,12,Indian Bank
2,2,countrydelight,CARD,PAYU,,2/14/2020,5,Indian Bank
3,3,fanfight,CARD,GOCASHFREE,,2/14/2020,10,Indian Bank
4,2,medlife_prod,CARD,TPSL,,2/14/2020,6,Indian Bank
1,1,zivame,CARD,PAYU,,2/14/2020,14,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/14/2020,7,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/14/2020,6,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/14/2020,5,Indian Bank
4,1,drivezy,CARD,GOCASHFREE,,2/14/2020,10,Indian Bank
2,1,urbanclap,CARD,PAYTM,,2/14/2020,7,Indian Bank
2,2,drivezy,CARD,GOCASHFREE,,2/14/2020,4,Indian Bank
2,2,fanfight,CARD,GOCASHFREE,,2/14/2020,8,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/14/2020,5,Indian Bank
1,0,urbanclap,CARD,PAYTM,,2/14/2020,6,Indian Bank
2,2,pharmeasytech,CARD,PAYU,,2/13/2020,4,Indian Bank
3,3,purplle.com,CARD,PAYTM,,2/13/2020,13,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/14/2020,11,Indian Bank
2,2,drivezy,CARD,GOCASHFREE,,2/12/2020,8,Indian Bank
2,1,fanfight,CARD,GOCASHFREE,,2/12/2020,16,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,0,Indian Bank
1,1,zivame,CARD,PAYU,,2/12/2020,13,Indian Bank
2,2,drivezy,CARD,GOCASHFREE,,2/12/2020,18,Indian Bank
1,0,zivame,CARD,PAYU,,2/14/2020,18,Indian Bank
2,2,drivezy,CARD,GOCASHFREE,,2/14/2020,13,Indian Bank
1,1,fanfight,CARD,RAZORPAY,,2/14/2020,15,Indian Bank
2,1,medlife_prod,CARD,TPSL,,2/13/2020,4,Indian Bank
3,2,urbanclap,CARD,PAYTM,,2/13/2020,4,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,3,Indian Bank
6,3,urbanclap,CARD,PAYTM,,2/13/2020,14,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,8,Indian Bank
3,3,fanfight,CARD,GOCASHFREE,,2/12/2020,13,Indian Bank
3,2,countrydelight,CARD,PAYU,,2/12/2020,16,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,8,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,3,Indian Bank
2,2,medlife_prod,CARD,TPSL,,2/12/2020,9,Indian Bank
2,2,pharmeasytech,CARD,PAYU,,2/12/2020,4,Indian Bank
2,1,fanfight,CARD,GOCASHFREE,,2/12/2020,12,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/13/2020,11,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/13/2020,14,Indian Bank
1,1,zivame,CARD,HDFC,,2/12/2020,12,Indian Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,11,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,10,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,22,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/13/2020,8,Indian Bank
2,2,pharmeasytech,CARD,PAYU,,2/13/2020,11,Indian Bank
1,1,zivame,CARD,PAYU,,2/13/2020,11,Indian Bank
2,2,purplle.com,CARD,PAYTM,,2/13/2020,2,Indian Bank
1,1,zivame,CARD,PAYU,,2/12/2020,3,Indian Bank
2,2,medlife_prod,CARD,TPSL,,2/12/2020,4,Indian Bank
1,1,countrydelight,CARD,PAYU,,2/14/2020,3,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,3,Indian Bank
2,1,drivezy,CARD,GOCASHFREE,,2/12/2020,6,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,11,Indian Bank
2,1,fanfight,CARD,GOCASHFREE,,2/13/2020,13,Indian Bank
1,1,medlife_prod,CARD,TPSL,,2/14/2020,12,Indian Bank
1,0,pharmeasytech,CARD,PAYU,,2/13/2020,9,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,5,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,12,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/13/2020,9,Indian Bank
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,5,Indian Bank
1,1,fanfight,CARD,GOCASHFREE,,2/13/2020,14,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,15,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,17,Indian Bank
1,1,drivezy,CARD,GOCASHFREE,,2/14/2020,18,Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,4,Indian Bank
30,14,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,2,OLAPOSTPAID
10,9,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,16,OLAPOSTPAID
13,9,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,13,OLAPOSTPAID
8,5,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,18,OLAPOSTPAID
16,8,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,11,OLAPOSTPAID
1,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,13,OLAPOSTPAID
2,2,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,23,OLAPOSTPAID
15,9,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,15,OLAPOSTPAID
43,29,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,4,OLAPOSTPAID
26,11,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,15,OLAPOSTPAID
4,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,10,OLAPOSTPAID
26,18,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,6,OLAPOSTPAID
47,37,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,4,OLAPOSTPAID
37,18,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,5,OLAPOSTPAID
3,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,13,OLAPOSTPAID
20,9,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,17,OLAPOSTPAID
1,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,5,OLAPOSTPAID
8,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,13,OLAPOSTPAID
2,2,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,20,OLAPOSTPAID
25,13,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,14,OLAPOSTPAID
2,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,9,OLAPOSTPAID
2,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,14,OLAPOSTPAID
3,3,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,18,OLAPOSTPAID
1,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,1,OLAPOSTPAID
1,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,16,OLAPOSTPAID
1,0,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,7,OLAPOSTPAID
2,0,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,8,OLAPOSTPAID
2,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,9,OLAPOSTPAID
1,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,6,OLAPOSTPAID
28,15,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,6,OLAPOSTPAID
23,17,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,3,OLAPOSTPAID
27,12,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,9,OLAPOSTPAID
26,10,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,7,OLAPOSTPAID
21,11,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,12,OLAPOSTPAID
9,5,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,19,OLAPOSTPAID
7,5,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,17,OLAPOSTPAID
2,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,22,OLAPOSTPAID
19,9,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,10,OLAPOSTPAID
2,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,4,OLAPOSTPAID
9,6,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,0,OLAPOSTPAID
10,4,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,14,OLAPOSTPAID
3,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,14,OLAPOSTPAID
39,28,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,3,OLAPOSTPAID
5,4,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,0,OLAPOSTPAID
3,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,10,OLAPOSTPAID
23,16,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,11,OLAPOSTPAID
23,16,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,10,OLAPOSTPAID
22,16,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,8,OLAPOSTPAID
30,24,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,7,OLAPOSTPAID
3,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,11,OLAPOSTPAID
18,10,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,17,OLAPOSTPAID
15,10,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,18,OLAPOSTPAID
5,3,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,11,OLAPOSTPAID
1,0,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,21,OLAPOSTPAID
2,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,8,OLAPOSTPAID
2,1,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,22,OLAPOSTPAID
3,2,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,20,OLAPOSTPAID
18,12,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,10,OLAPOSTPAID
23,9,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,8,OLAPOSTPAID
16,8,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,11,OLAPOSTPAID
37,19,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,13,OLAPOSTPAID
25,11,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,12,OLAPOSTPAID
26,8,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,16,OLAPOSTPAID
25,16,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,2,OLAPOSTPAID
5,4,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,1,OLAPOSTPAID
21,12,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,15,OLAPOSTPAID
1,0,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,22,OLAPOSTPAID
3,3,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,6,OLAPOSTPAID
2,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,17,OLAPOSTPAID
1,0,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,20,OLAPOSTPAID
1,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,19,OLAPOSTPAID
9,6,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,1,OLAPOSTPAID
16,11,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,12,OLAPOSTPAID
20,10,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,14,OLAPOSTPAID
2,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,6,OLAPOSTPAID
3,3,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,22,OLAPOSTPAID
2,2,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,10,OLAPOSTPAID
4,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,16,OLAPOSTPAID
4,3,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,20,OLAPOSTPAID
1,1,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,12,OLAPOSTPAID
1,0,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/13/2020,15,OLAPOSTPAID
14,10,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,1,OLAPOSTPAID
3,0,purplle.com,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,7,OLAPOSTPAID
25,9,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,5,OLAPOSTPAID
32,21,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,4,OLAPOSTPAID
18,10,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/14/2020,8,OLAPOSTPAID
41,21,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,6,OLAPOSTPAID
24,15,medlife_prod,WALLET,OLAPOSTPAID,REDIRECT_WALLET_DEBIT,2/12/2020,2,OLAPOSTPAID
